UPC,Path,Product,BrandName,ShortDesc,LongDesc,UPCInfo,Image,SalePrice
50000006403,Home Page/Food/Coffee/Coffee Creamers/Non Dairy Creamers,(2 Pack) COFFEE-MATE 2GO French Vanilla Concentrated Liquid Coffee Creamer 6-3 fl. oz. Bottles,Coffee-Mate,"Coffeemate 2Go non-dairy coffee creamer is concentrated, so you can take our amazing French Vanilla flavor with you wherever you go! This perennial favorite blends sumptuous creamer with bright vanilla notes for a taste thatâs simply beyond compare. Stir in the rich goodness of French Vanilla anytime for a smooth, sweet sip thatâs lactose-free and cholesterol free. With the non-dairy goodness of Coffeemate 2Go, you can create your perfect cup wherever life takes you â no refrigeration required! Whether youâre sharing with a friend or enjoying your own moment on-the-go, the rich, creamy of Coffeemate 2Go French Vanilla is the exceptional flavor thatâs always there to wake up your cup.","Nestle Coffeemate is coffee's perfect mate.Non-Dairy, Lactose-Free Coffee CreamerGreat-tasting French Vanilla flavorCholesterol Free18 servings per bottle. Perfect for on-the-go!","Coffeemate 2Go non-dairy coffee creamer is concentrated, so you can take our amazing French Vanilla flavor with you wherever you go! This perennial favorite blends sumptuous creamer with bright vanilla notes for a taste thatâs simply beyond compare. Stir in the rich goodness of French Vanilla anytime for a smooth, sweet sip thatâs lactose-free and cholesterol free. With the non-dairy goodness of Coffeemate 2Go, you can create your perfect cup wherever life takes you â no refrigeration required! Whether youâre sharing with a friend or enjoying your own moment on-the-go, the rich, creamy of Coffeemate 2Go French Vanilla is the exceptional flavor thatâs always there to wake up your cup. Nestle Coffeemate is coffee's perfect mate.Non-Dairy, Lactose-Free Coffee CreamerGreat-tasting French Vanilla flavorCholesterol Free18 servings per bottle. Perfect for on-the-go!",https://i5.walmartimages.com/asr/d2b4aa4c-8bfd-479d-8d2a-5b493d867101_1.8ad75d630b857309bb774a36bcd40b26.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,6.48
78742333748,Home Page/Food/Coffee/Coffee Creamers/Great Value Creamers,"Great Value Coffee Creamer, Caramel Macchiato, 15 oz",Great Value,"Great Value Caramel Macchiato Coffee Creamer lends its creamy caramel flavor to your everyday coffee. This rich, creamy caramel creamer is an excellent companion to your coffee and makes your coffee experience a real delight. With its bold and rich flavor, it is surely going to satisfy your sweet craving. It comes in an easily squeezable container with an easy-to-pour lid that helps you pour the creamer in just the right amount. This gluten-free non-diary product does not need any refrigeration and is the ideal flavored creamer for office pantries and workstations. Use it for a steaming hot cup of morning coffee or create your favorite frappes or floats. Brighten your coffee with a delectable creamy, caramel flavor with Great Value Caramel Macchiato Coffee Creamer.Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family’s needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.","Great Value Coffee Creamer, Caramel Macchiato, 15 oz:Non-dairy, gluten free and nutritious creamerRich and smoothCreamy caramel flavorGreat addition to your cup of coffee, tea or hot chocolate","Great Value Caramel Macchiato Coffee Creamer lends its creamy caramel flavor to your everyday coffee. This rich, creamy caramel creamer is an excellent companion to your coffee and makes your coffee experience a real delight. With its bold and rich flavor, it is surely going to satisfy your sweet craving. It comes in an easily squeezable container with an easy-to-pour lid that helps you pour the creamer in just the right amount. This gluten-free non-diary product does not need any refrigeration and is the ideal flavored creamer for office pantries and workstations. Use it for a steaming hot cup of morning coffee or create your favorite frappes or floats. Brighten your coffee with a delectable creamy, caramel flavor with Great Value Caramel Macchiato Coffee Creamer.Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family’s needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time. Great Value Coffee Creamer, Caramel Macchiato, 15 oz:Non-dairy, gluten free and nutritious creamerRich and smoothCreamy caramel flavorGreat addition to your cup of coffee, tea or hot chocolate",https://i5.walmartimages.com/asr/8eb602f2-656e-4e6f-a76e-f85c9bd2c604_1.986dcb3f86cc213bf69e58852ddb9f9c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,
50000045952,Home Page/Food/Coffee/Coffee Creamers/Non Dairy Creamers,COFFEE MATE Chocolate Crme Powder Coffee Creamer 15 Oz. Canister,Coffee-Mate,Create a delicious brew with the Coffee-Mate Creamy Chocolate Powder Coffee Creamer. It features a warm and rich flavor that you can enjoy at home or in the office. This Coffee-Mate creamer comes in a handy resealable 15-oz container with an easy-to-pour lid. It is gluten- and lactose-free and contains no dairy products. Coffee-Mate creamer is available in a variety of delicious flavors (each listed separately).Coffee-Mate Creamy Chocolate Powder Coffee Creamer:,Delicious creamy chocolate flavorNon-dairyLactose-freeGluten-freeCoffee-Mate coffee creamer has a unique easy-to-pour lidNatural and artificial flavorsAvailable in a variety of flavors (each sold separately),Create a delicious brew with the Coffee-Mate Creamy Chocolate Powder Coffee Creamer. It features a warm and rich flavor that you can enjoy at home or in the office. This Coffee-Mate creamer comes in a handy resealable 15-oz container with an easy-to-pour lid. It is gluten- and lactose-free and contains no dairy products. Coffee-Mate creamer is available in a variety of delicious flavors (each listed separately).Coffee-Mate Creamy Chocolate Powder Coffee Creamer: Delicious creamy chocolate flavorNon-dairyLactose-freeGluten-freeCoffee-Mate coffee creamer has a unique easy-to-pour lidNatural and artificial flavorsAvailable in a variety of flavors (each sold separately),https://i5.walmartimages.com/asr/01eebee3-6dc6-4cd1-94b6-a6b7bd8b892e_1.9a011983cd124756a091a4c68c004abd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,19.99
300258901334,Home Page/Food/Coffee/Coffee Creamers/Flavored Coffee Creamer,"Equal Cafe Creamers Hazelnut, Low-Calorie Coffee Creamer, 1.62 Fl Oz (6 Pack)",Equal,"Equal Cafe Creamers Hazelnut is made with real cream and no added sugar for a great taste with less calories then other creamers. With no refrigeration needed, this travel friendly bottle is perfect to carry in your purse, keep at your desk or have on your counter to add a delicious treat to your favorite hot or cold drinks.Equal Cafe Creamers are suitable for individuals with diabetes. Those with diabetes or concerned about glucose levels should consider the impact on their diet of other products to which Equal Cafe Creamers are added. A beverage containing Equal Cafe Creamer may still have calories and carbohydrates, so always check Nutrition Facts or other sources.","Equal Cafe Creamer: Equal Cafe Creamers Hazelnut is delicate and nutty flavored and is the perfect complement to your coffee at home and on the go. The perfect way to add a luxurious splash of flavor to coffee, tea or other beverages anytime.Coffee Creamer: 1.62 Fl Oz travel-friendly squeeze bottles with only 10 calories in each of the 24 servings! A convenient, no mess and lower-calorie alternative to coffee creamers singles.No Sugar Added: Made with real cream, no added sugar and require no refrigeration—even after opening.Kosher Creamer Alternative: Equal Cafe Creamers are kosher dairy certified by the Orthodox Union.Diabetic Sweetener: Equal Cafe Creamers contain no added sugar and are suitable for individuals with diabetes.Keto Diet Friendly Sweetener: Less than 1g of carbs per serving.Sugar and Creamer Substitute: A delicious, no sugar added alternative to coffee creamers singles and coffee creamers.Coffee Sweetener: This coffee sweetener and coffee creamer is a great tasting low carb choice for sweetening coffee or any other beverage.","Equal Cafe Creamers Hazelnut is made with real cream and no added sugar for a great taste with less calories then other creamers. With no refrigeration needed, this travel friendly bottle is perfect to carry in your purse, keep at your desk or have on your counter to add a delicious treat to your favorite hot or cold drinks.Equal Cafe Creamers are suitable for individuals with diabetes. Those with diabetes or concerned about glucose levels should consider the impact on their diet of other products to which Equal Cafe Creamers are added. A beverage containing Equal Cafe Creamer may still have calories and carbohydrates, so always check Nutrition Facts or other sources. Equal Cafe Creamer: Equal Cafe Creamers Hazelnut is delicate and nutty flavored and is the perfect complement to your coffee at home and on the go. The perfect way to add a luxurious splash of flavor to coffee, tea or other beverages anytime.Coffee Creamer: 1.62 Fl Oz travel-friendly squeeze bottles with only 10 calories in each of the 24 servings! A convenient, no mess and lower-calorie alternative to coffee creamers singles.No Sugar Added: Made with real cream, no added sugar and require no refrigeration—even after opening.Kosher Creamer Alternative: Equal Cafe Creamers are kosher dairy certified by the Orthodox Union.Diabetic Sweetener: Equal Cafe Creamers contain no added sugar and are suitable for individuals with diabetes.Keto Diet Friendly Sweetener: Less than 1g of carbs per serving.Sugar and Creamer Substitute: A delicious, no sugar added alternative to coffee creamers singles and coffee creamers.Coffee Sweetener: This coffee sweetener and coffee creamer is a great tasting low carb choice for sweetening coffee or any other beverage.",https://i5.walmartimages.com/asr/4738d950-7fa7-44cd-a6fb-c5a7c20167b2_1.ee394a1249c4515c17404d340b23ac1c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.87
654322739942,Home Page/Food/Coffee/Coffee Creamers/All Creamers,Nutpods - Non-Dairy Creamer Hazelnut Unsweetened - Case of 12 - 11.2 fl oz.,nutpods,"NUTPODS UNSWEETENED HAZELNUT DAIRY-FREE CREAMER IS A DAIRY-FREE CREAMER MADE FROM HEART-HEALTHY ALMONDS AND MCT-RICH COCONUTS. UNSWEETENED HAZELNUT DAIRY-FREE CREAMER IS MADE FROM HALF ALMONDS AND HALF COCONUT AND IT'S 100% CREAMY. NUTPODS IS AN ALTERNATIVE TO CONVENTIONAL CREAMER THAT CAN MAKE YOUR TEA, COFFEE OR SWEET AND SAVORY RECIPES DELICIOUS WITHOUT MILK. OUR ORIGINAL DAIRY-FREE CREAMER IS FREE OF CARRAGEENAN, SOY, HIGH-FRUCTOSE CORN SYRUP, REFINED SUGARS AND SUGAR ALCOHOLS. INCLUDES ONE 11.2 OZ. CARTON OF NUTPODS UNSWEETENED HAZELNUT DAIRY-FREE CREAMER. SEE NUTRITION FACTS PANEL FOR ALLERGENS. NUTPODS WAS BORN OUT OF FOUNDER MADELINE HAYDON'S IMPATIENCE FOR A WHOLESOME DAIRY-FREE CREAMER THAT HAD THE RICHNESS AND CREAMINESS OF HALF & HALF. CAREFULLY CRAFTED TO BE WHOLESOMELY DELICIOUS AND DEVELOPED TO GIVE YOU THE FREEDOM TO CHOOSE YOUR OWN SWEETNESS LEVEL, ENJOY THE RICH CREAMINESS THAT COME FROM MCT-RICH COCONUTS AND THE BALANCED TASTE WITH HEART-HEALTHY ALMONDS.",Nutpods - Non-Dairy Creamer Hazelnut Unsweetened - Case of 12 - 11.2 fl oz.,"NUTPODS UNSWEETENED HAZELNUT DAIRY-FREE CREAMER IS A DAIRY-FREE CREAMER MADE FROM HEART-HEALTHY ALMONDS AND MCT-RICH COCONUTS. UNSWEETENED HAZELNUT DAIRY-FREE CREAMER IS MADE FROM HALF ALMONDS AND HALF COCONUT AND IT'S 100% CREAMY. NUTPODS IS AN ALTERNATIVE TO CONVENTIONAL CREAMER THAT CAN MAKE YOUR TEA, COFFEE OR SWEET AND SAVORY RECIPES DELICIOUS WITHOUT MILK. OUR ORIGINAL DAIRY-FREE CREAMER IS FREE OF CARRAGEENAN, SOY, HIGH-FRUCTOSE CORN SYRUP, REFINED SUGARS AND SUGAR ALCOHOLS. INCLUDES ONE 11.2 OZ. CARTON OF NUTPODS UNSWEETENED HAZELNUT DAIRY-FREE CREAMER. SEE NUTRITION FACTS PANEL FOR ALLERGENS. NUTPODS WAS BORN OUT OF FOUNDER MADELINE HAYDON'S IMPATIENCE FOR A WHOLESOME DAIRY-FREE CREAMER THAT HAD THE RICHNESS AND CREAMINESS OF HALF & HALF. CAREFULLY CRAFTED TO BE WHOLESOMELY DELICIOUS AND DEVELOPED TO GIVE YOU THE FREEDOM TO CHOOSE YOUR OWN SWEETNESS LEVEL, ENJOY THE RICH CREAMINESS THAT COME FROM MCT-RICH COCONUTS AND THE BALANCED TASTE WITH HEART-HEALTHY ALMONDS. Nutpods - Non-Dairy Creamer Hazelnut Unsweetened - Case of 12 - 11.2 fl oz.",https://i5.walmartimages.com/asr/ad39b2e7-1841-4384-8de3-e71f1f94e7f1_1.9b8fca268109ea91d2d42a30efd38f7d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,82.69
41271025972,Home Page/Food/Coffee/Coffee Creamers/Non Dairy Creamers,"(4 Pack) International Delight Irish CrÃÂ¨me CafÃÂ© Creamers, 24 Ct",International Delight,"Get a lucky cup of International Delight Irish Cr?me Caf? Non-Dairy Single Serve Coffee Creamer inspired by Irish coffee, with notes of cream and brown sugar.",Includes 24 creamer singlesTake them to goNaturally and artificially flavored Irish Creme coffee creamer,"Get a lucky cup of International Delight Irish Cr?me Caf? Non-Dairy Single Serve Coffee Creamer inspired by Irish coffee, with notes of cream and brown sugar. Includes 24 creamer singlesTake them to goNaturally and artificially flavored Irish Creme coffee creamer",https://i5.walmartimages.com/asr/ecee336f-8eb8-47d0-b487-55b8c4868732_1.401968b59f3abb6ebbbe110feb9d5d97.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.33
891639607216,Home Page/Food/Coffee/Coffee Creamers/Flavored Coffee Creamer,Coffee-Mate Irish Creme Liquid Creamer 50 Single Serve 3/8 FL OZ,nestle coffee matess,"Coffee-Mate Irish Creme Liquid Creamer 50 Single Serve 3/8 FL OZBrand : nestle coffee mateManufacturer : Nestle S.AItem model number : NES35112Handy, single-serve creamers require no refrigerationEasy to useEnjoy a cup of coffee with the flavor of Irish Creme. Rich, creamy and blended with a delicate hint of mint, it is the perfect complement to a perfect cup of coffee. Handy, single-serve creamers require no refrigeration. Creamers are easy to use. Simply shake well, pour, stir and enjoy. Each creamer contains 0.38 oz.","Handy, single-serve creamers require no refrigerationEasy to useEnjoy a cup of coffee with the flavor of Irish Creme. Rich, creamy and blended with a delicate hint of mint, it is the perfect complement to a perfect cup of coffee. Handy, single-serve creamers require no refrigeration. Creamers are easy to use. Simply shake well, pour, stir and enjoy. Each creamer contains 0.38 oz.","Coffee-Mate Irish Creme Liquid Creamer 50 Single Serve 3/8 FL OZBrand : nestle coffee mateManufacturer : Nestle S.AItem model number : NES35112Handy, single-serve creamers require no refrigerationEasy to useEnjoy a cup of coffee with the flavor of Irish Creme. Rich, creamy and blended with a delicate hint of mint, it is the perfect complement to a perfect cup of coffee. Handy, single-serve creamers require no refrigeration. Creamers are easy to use. Simply shake well, pour, stir and enjoy. Each creamer contains 0.38 oz. Handy, single-serve creamers require no refrigerationEasy to useEnjoy a cup of coffee with the flavor of Irish Creme. Rich, creamy and blended with a delicate hint of mint, it is the perfect complement to a perfect cup of coffee. Handy, single-serve creamers require no refrigeration. Creamers are easy to use. Simply shake well, pour, stir and enjoy. Each creamer contains 0.38 oz.",https://i5.walmartimages.com/asr/f71a51b5-6562-4553-980b-252d945cd924.027db2df3c04eeed5d7709fbac909f93.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,28.07
,Home Page/Food/Coffee/Coffee Creamers/All Creamers,Creamer International Delight An office favorite Singles Coffee (575 ct) French Vanilla,Product of International Delight,"An office favorite, these creamers are the perfect size to add a little pep to our morning coffee. And we don?t have to clean old milk out of the fridge.Creams really do come true! These convenient single-serving creamers make it easy to add delicious, creamy flavoring to your coffee anytime, anywhere. These delicious liquid creamers require no refrigeration so you can enjoy them wherever, whenever. Always leave a little room for International Delight to add flavor to your coffee and your day.","Low-calorie, liquid creamer singlesEasy-open dispenserNo refrigeration needed0g trans fat","An office favorite, these creamers are the perfect size to add a little pep to our morning coffee. And we don?t have to clean old milk out of the fridge.Creams really do come true! These convenient single-serving creamers make it easy to add delicious, creamy flavoring to your coffee anytime, anywhere. These delicious liquid creamers require no refrigeration so you can enjoy them wherever, whenever. Always leave a little room for International Delight to add flavor to your coffee and your day. Low-calorie, liquid creamer singlesEasy-open dispenserNo refrigeration needed0g trans fat",https://i5.walmartimages.com/asr/f869520e-6d5e-4f34-9060-df31a43412bc_1.d4565536ad32dab375482a2a455a6c69.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,47.91
50000337989,Home Page/Food/Coffee/Coffee Creamers/All Creamers,"Nestle Coffee-Mate Coffee Creamer Sugar Free Vanilla Caramel, Pack of 6 (10.2 Ounce) 10.2 Ounce (Pack of 6)",Product of Coffee-Mate,"body { font-family: ""Source Sans Pro"", sans-serif;}h2 { margin-top: 0;}.images img { max-height: 520px; max-width: 380px;}Nestle Coffee-Mate Coffee Creamer Sugar Free Vanilla Caramel, Pack of 6 (10.2 Ounce) Product Details Flavor: Sugar Free Vanilla Caramel Size: 10.2 Ounce (Pack of 6) Brand: Nestle Coffee Mate MPN: 11001992 UPC: 050000337989 EAN: 0050000337989 Product Dimensions: 3.2 x 1.2 x 4.3 inches ; 4.5 pounds Shipping Weight: 4.6 pounds Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. International Shipping: This item is not eligible for international shipping. Learn More UPC: 050000337989 050000334803 Item model number: 11001992 #131 in Dairy, Cheese & Eggs A delicious ""Dulce de Leche"" inspired taste - but without the sugar! Non-Dairy, Lactose-Free Coffee Creamer.Amount per serving calories: 60,calories from fat: 15 6 canisters of great-tasting Vanilla Caramel flavor Sugar Free, Gluten Free Nestle COFFEE-MATE's unique easy-to-pour lid is perfect for home or office Flavor:Sugar Free Vanilla Caramel | Size:10.2 Ounce (Pack of 6) ProductDescription Nestle Coffee-Mate Coffee Creamer Sugar Free Vanilla Caramel, Packof 6 (10.2 Ounce) About the Brand Introduced in 1961, Coffee-mate entered themarket as the first non-dairy powdered creamer and soon established itsposition as Americas favorite non-dairy creamer. In 1989, Coffee-mate Liteand Coffee-mate Liquid were introduced, with the Liquid Non-Dairy Creamerquickly became the number one liquid creamer on the market. Through the courseof the 1990s, new product offerings were introduced including flavors, fat-free products, and single-serve tubs. Coffee-mate is a member of the Nestlefamily of brands. About Nestle In the 1860s Henri Nestle, a pharmacist,developed a food for babies who were unable to breastfeed. His first successwas a premature infant who could not tolerate his mother's milk or any of theusual substitutes. People quickly recognized the value of the new product,after Nestlé's new formula saved the child's life, and soon, Farine LacteeHenri Nestle was being sold in much of Europe. Today, Nestle--whoseheadquarters is in Vevey, Switzerland--is the world's largest food andbeverage company. They produce a line of varied products, including coffee,bottled water, pet food, ice cream, and infant formulas. Some of their mostpopular brands include Toll House, Stouffer's, Lean Cuisine, Carnation,Coffee-mate, Butterfinger, Alpo, Power Bars, and Nescafe. Nestle employsapproximately 17,300 people in the US and 247,000 people world-wide, and hasfactories or operations in almost every country in the world.","Dairy, Cheese & Eggs","body { font-family: ""Source Sans Pro"", sans-serif;}h2 { margin-top: 0;}.images img { max-height: 520px; max-width: 380px;}Nestle Coffee-Mate Coffee Creamer Sugar Free Vanilla Caramel, Pack of 6 (10.2 Ounce) Product Details Flavor: Sugar Free Vanilla Caramel Size: 10.2 Ounce (Pack of 6) Brand: Nestle Coffee Mate MPN: 11001992 UPC: 050000337989 EAN: 0050000337989 Product Dimensions: 3.2 x 1.2 x 4.3 inches ; 4.5 pounds Shipping Weight: 4.6 pounds Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. International Shipping: This item is not eligible for international shipping. Learn More UPC: 050000337989 050000334803 Item model number: 11001992 #131 in Dairy, Cheese & Eggs A delicious ""Dulce de Leche"" inspired taste - but without the sugar! Non-Dairy, Lactose-Free Coffee Creamer.Amount per serving calories: 60,calories from fat: 15 6 canisters of great-tasting Vanilla Caramel flavor Sugar Free, Gluten Free Nestle COFFEE-MATE's unique easy-to-pour lid is perfect for home or office Flavor:Sugar Free Vanilla Caramel | Size:10.2 Ounce (Pack of 6) ProductDescription Nestle Coffee-Mate Coffee Creamer Sugar Free Vanilla Caramel, Packof 6 (10.2 Ounce) About the Brand Introduced in 1961, Coffee-mate entered themarket as the first non-dairy powdered creamer and soon established itsposition as Americas favorite non-dairy creamer. In 1989, Coffee-mate Liteand Coffee-mate Liquid were introduced, with the Liquid Non-Dairy Creamerquickly became the number one liquid creamer on the market. Through the courseof the 1990s, new product offerings were introduced including flavors, fat-free products, and single-serve tubs. Coffee-mate is a member of the Nestlefamily of brands. About Nestle In the 1860s Henri Nestle, a pharmacist,developed a food for babies who were unable to breastfeed. His first successwas a premature infant who could not tolerate his mother's milk or any of theusual substitutes. People quickly recognized the value of the new product,after Nestlé's new formula saved the child's life, and soon, Farine LacteeHenri Nestle was being sold in much of Europe. Today, Nestle--whoseheadquarters is in Vevey, Switzerland--is the world's largest food andbeverage company. They produce a line of varied products, including coffee,bottled water, pet food, ice cream, and infant formulas. Some of their mostpopular brands include Toll House, Stouffer's, Lean Cuisine, Carnation,Coffee-mate, Butterfinger, Alpo, Power Bars, and Nescafe. Nestle employsapproximately 17,300 people in the US and 247,000 people world-wide, and hasfactories or operations in almost every country in the world. Dairy, Cheese & Eggs",https://i5.walmartimages.com/asr/e8e113e4-c6e3-4d29-9fd7-070c43d68d97_1.1f02087138979c778e96425faf8da72a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,33.41
50000815302,Home Page/Food/Coffee/Coffee Creamers/Non Dairy Creamers,(3 Pack) COFFEE-MATE Butter Pecan Liquid Coffee Creamer 32 fl. oz. Bottle,Coffee-Mate,"Coffeemate Ice Cream Shop Butter Pecan flavor creamer brings all the creaminess and sweetness of ice cream into your coffee cup. ItÃ¢ÂÂs rich buttery aroma and delicious pecan flavor, leaves your taste buds longing for more. This delicious non-dairy and lactose-free coffee creamer, lets you create your perfect cup anytime by adding just the right amount of flavor. The rich and sweet taste of Ice Cream Shop Butter Pecan flavor is just the perfect way to visit the ice cream shop without ever leaving your home.","Nestle Coffeemate is coffee's perfect mate.Non-Dairy, Lactose-Free Coffee CreamerGreat-tasting Butter Pecan flavorGluten Free, Cholesterol FreeTransforms your coffee into creamy deliciousness.","Coffeemate Ice Cream Shop Butter Pecan flavor creamer brings all the creaminess and sweetness of ice cream into your coffee cup. ItÃ¢ÂÂs rich buttery aroma and delicious pecan flavor, leaves your taste buds longing for more. This delicious non-dairy and lactose-free coffee creamer, lets you create your perfect cup anytime by adding just the right amount of flavor. The rich and sweet taste of Ice Cream Shop Butter Pecan flavor is just the perfect way to visit the ice cream shop without ever leaving your home. Nestle Coffeemate is coffee's perfect mate.Non-Dairy, Lactose-Free Coffee CreamerGreat-tasting Butter Pecan flavorGluten Free, Cholesterol FreeTransforms your coffee into creamy deliciousness.",https://i5.walmartimages.com/asr/11700fdb-d36f-4db4-9fdc-135467d5f7d1_1.8c09cf107e93b071626e90ad957c6fd7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,10.34
752025639078,Home Page/Food/Coffee/Coffee Creamers/All Creamers,"N'Joy Coffee Creamer (16 oz., 8 pk.) - Quantity 2 - (N'JOY® Coffee Creamer pours the perfect portion.)",Product of NJOY,short description is not available,long description is not available,short description is not available long description is not available,https://i5.walmartimages.com/asr/de5d6f71-2b39-4766-9e61-9772a1c1c1cd_1.824ad75084e4b3f8d5c072523a96bedd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,37.51
644391031054,Home Page/Food/Coffee/Coffee Filters/Reusable Coffee Filters,Cuisinart GTF Gold Tone Filter,Cuisinart,"Cuisinart GTFBrand NewThe Cuisinart GTF is a permanent gold-tone filter for use with models DCC-1000BK, DTC-975BKN, DCC-750, DCC-1100, DCC-1200, DCC-2200, DCC-2600, DCC-2650, DCC-2750,DCC-2800, DCC-2900 and CHW-12 series coffeemakers.GTF Features:Gold Tone Coffee FilterProvide Full-flavored Coffee","Cuisinart GTFBrand NewThe Cuisinart GTF is a permanent gold-tone filter for use with models DCC-1000BK, DTC-975BKN, DCC-750, DCC-1100, DCC-1200, DCC-2200, DCC-2600, DCC-2650, DCC-2750,DCC-2800, DCC-2900 and CHW-12 series coffeemakers.GTF Features:Gold Tone Coffee FilterProvide Full-flavored Coffee","Cuisinart GTFBrand NewThe Cuisinart GTF is a permanent gold-tone filter for use with models DCC-1000BK, DTC-975BKN, DCC-750, DCC-1100, DCC-1200, DCC-2200, DCC-2600, DCC-2650, DCC-2750,DCC-2800, DCC-2900 and CHW-12 series coffeemakers.GTF Features:Gold Tone Coffee FilterProvide Full-flavored Coffee Cuisinart GTFBrand NewThe Cuisinart GTF is a permanent gold-tone filter for use with models DCC-1000BK, DTC-975BKN, DCC-750, DCC-1100, DCC-1200, DCC-2200, DCC-2600, DCC-2650, DCC-2750,DCC-2800, DCC-2900 and CHW-12 series coffeemakers.GTF Features:Gold Tone Coffee FilterProvide Full-flavored Coffee",https://i5.walmartimages.com/asr/c5cd034e-ac10-410d-9787-d7d17ba614aa_1.289a46cabf6200cc8ca68661e70b458f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,18.95
657379529719,Home Page/Food/Coffee/Coffee Filters/Reusable Coffee Filters,Fits Cuisinart CBC-4400 Coffee Machines Gold Tone Filter (3 Pack),Generic,Replacement Coffee Filter for Cuisinart GTF-1 / Cone Style Gold Tone Filter:Filter Features:#4 Cone FilterPermanent Coffee Goldtone FilterEliminate Need For Paper FiltersDishwasher SafeEasy to CleanIncludes Handle For Easy LiftingCompatible With The Following:Cuisinart Coffee Machine ModelsBrew & ServeBrew CentralCBC-00CBC-00BJ2CBC-00BWBJCBC-00PC2CBC-00PC4CBC-00PC5CBC-00PC6CBC-00SACBC-00SA2CBC-00SA3CBC-00WPCCBC-1600CBC-3350CBC-4400CBC-5200PCCBC-6400PCCBCW-12CBCW-24CCO-4400PCCHW-12 CHW-14COF-1950Coffee PlusCPC-5200PCDCC-100DCC-1000DCC-1100DCC-1150DCC-1150BKDCC-1200DCC-1400DCC-15BKBJ1DCC-15WBJDCC-2200DCC-2400DCC-2600DCC-2650DCC-2800DCC-2900DCC-300DCC-3200 DCC-750DCC-755DCC-900DCC-900BKDCC-KE12DGB-300DGB-300BKDTC-050DTC-800DTC-850DTC-950DTC-975DTC-975BKNDTC-975NExtreme BrewFlavor BrewGrind & BrewPerfec TempSCC-1000Replaces The Following Coffee Filter Models:GTF-1Cone Style Filter Size 4 Coffee Filter F10-SWMCGT-IH,""" ""","Replacement Coffee Filter for Cuisinart GTF-1 / Cone Style Gold Tone Filter:Filter Features:#4 Cone FilterPermanent Coffee Goldtone FilterEliminate Need For Paper FiltersDishwasher SafeEasy to CleanIncludes Handle For Easy LiftingCompatible With The Following:Cuisinart Coffee Machine ModelsBrew & ServeBrew CentralCBC-00CBC-00BJ2CBC-00BWBJCBC-00PC2CBC-00PC4CBC-00PC5CBC-00PC6CBC-00SACBC-00SA2CBC-00SA3CBC-00WPCCBC-1600CBC-3350CBC-4400CBC-5200PCCBC-6400PCCBCW-12CBCW-24CCO-4400PCCHW-12 CHW-14COF-1950Coffee PlusCPC-5200PCDCC-100DCC-1000DCC-1100DCC-1150DCC-1150BKDCC-1200DCC-1400DCC-15BKBJ1DCC-15WBJDCC-2200DCC-2400DCC-2600DCC-2650DCC-2800DCC-2900DCC-300DCC-3200 DCC-750DCC-755DCC-900DCC-900BKDCC-KE12DGB-300DGB-300BKDTC-050DTC-800DTC-850DTC-950DTC-975DTC-975BKNDTC-975NExtreme BrewFlavor BrewGrind & BrewPerfec TempSCC-1000Replaces The Following Coffee Filter Models:GTF-1Cone Style Filter Size 4 Coffee Filter F10-SWMCGT-IH "" """,https://i5.walmartimages.com/asr/c8a85b86-e336-4e36-8a63-6abb61b2d7bf_1.bf8d2fcdc0936cecbea2eb5e9beebe7d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,59.35
